action_id,action_type,action_timestamp,room_id,user_id
810,leave_room,1706824498000,3,17
811,join_room,1712241677000,3,3
812,skip_song,1713144559000,1,10
813,skip_song,1703610298000,3,18
814,leave_room,1703652800000,3,12
815,join_room,1710037942000,1,2
816,join_room,1686942572000,3,7
817,skip_song,1688918941000,3,7
818,enqueue_song,1700484392000,3,19
819,skip_song,1693520222000,3,18
820,join_room,1698462827000,2,9
821,skip_song,1712217027000,3,12
822,leave_room,1708284290000,3,4
823,skip_song,1697581110000,1,7
824,leave_room,1711660936000,3,11
825,skip_song,1705197808000,2,10
826,join_room,1703777680000,1,4
827,skip_song,1710248697000,2,18
828,leave_room,1689688009000,1,11
829,skip_song,1713987207000,1,7
830,enqueue_song,1694628282000,1,8
831,join_room,1691004876000,1,14
832,skip_song,1706987674000,1,18
833,leave_room,1703109573000,3,12
834,join_room,1697769860000,3,11
835,leave_room,1687757141000,1,13
836,skip_song,1707537917000,1,11
837,leave_room,1703395177000,1,13
838,skip_song,1710466185000,1,5
839,enqueue_song,1691771350000,1,10
840,skip_song,1701588407000,1,13
841,join_room,1715620080000,2,8
842,skip_song,1707194697000,3,6
843,enqueue_song,1700583641000,3,18
844,skip_song,1695899599000,3,8
845,leave_room,1709615911000,1,11
846,join_room,1703720502000,1,3
847,leave_room,1694276369000,3,12
848,join_room,1704623282000,3,6
849,enqueue_song,1696385909000,3,1
850,skip_song,1687984079000,3,4
851,leave_room,1713306095000,1,1
852,enqueue_song,1702538665000,1,10
853,enqueue_song,1698375033000,1,16
854,enqueue_song,1698935365000,1,5
855,join_room,1708506096000,1,2
856,leave_room,1689547269000,2,8
857,enqueue_song,1713731755000,3,8
858,leave_room,1705345491000,1,3
859,enqueue_song,1699115149000,2,4
860,leave_room,1694155012000,2,18
861,join_room,1704002532000,2,18
862,enqueue_song,1709555395000,1,11
863,join_room,1705526320000,2,17
864,join_room,1706849647000,3,6
865,skip_song,1687901768000,2,8
866,enqueue_song,1709963609000,1,5
867,leave_room,1711806409000,3,10
868,join_room,1698243598000,1,6
869,enqueue_song,1710265790000,2,13
870,join_room,1698516824000,1,18
871,join_room,1691937305000,1,10
872,leave_room,1692157589000,3,18
873,enqueue_song,1693078827000,2,5
874,leave_room,1694658653000,3,10
875,leave_room,1692192589000,2,12
876,enqueue_song,1686146999000,2,13
877,join_room,1696582288000,2,12
878,leave_room,1709409864000,1,18
879,leave_room,1709486721000,1,4
880,leave_room,1706952406000,3,10
881,leave_room,1686051994000,1,11
882,skip_song,1709882909000,3,13
883,skip_song,1713992988000,3,17
884,enqueue_song,1691399541000,2,11
885,leave_room,1692365475000,3,8
886,skip_song,1687502924000,2,1
887,leave_room,1706687976000,1,14
888,leave_room,1695308004000,2,18
889,join_room,1710597276000,2,12
890,enqueue_song,1708057882000,3,11
891,leave_room,1711169345000,2,6
892,enqueue_song,1710286776000,1,3
893,skip_song,1704755497000,1,18
894,join_room,1692391841000,2,11
895,leave_room,1703790810000,3,17
896,leave_room,1699487627000,2,10
897,enqueue_song,1715152357000,3,9
898,join_room,1685930065000,1,8
899,join_room,1706660090000,1,11
900,skip_song,1706791674000,3,1
901,join_room,1714895020000,3,15
902,enqueue_song,1705072522000,2,15
903,skip_song,1691228846000,3,3
904,enqueue_song,1696390247000,3,15
905,skip_song,1703566853000,1,17
906,skip_song,1698880800000,1,12
907,enqueue_song,1692423702000,2,12
908,enqueue_song,1715056042000,2,11
909,skip_song,1702765335000,1,17
910,join_room,1701862738000,2,10
911,enqueue_song,1715471722000,3,4
912,leave_room,1690834888000,2,17
913,join_room,1689761388000,2,11
914,leave_room,1687837036000,2,7
915,leave_room,1705967069000,2,4
916,leave_room,1702145162000,3,4
917,enqueue_song,1698104785000,2,3
918,leave_room,1712012606000,2,2
919,enqueue_song,1709848910000,1,2
920,leave_room,1704508219000,1,16
921,join_room,1708996695000,3,11
922,enqueue_song,1703363710000,1,18
923,leave_room,1707966710000,1,1
924,leave_room,1692926839000,3,7
925,skip_song,1691716411000,2,2
926,leave_room,1695954399000,3,4
927,join_room,1700190287000,1,7
928,join_room,1692226661000,3,17
929,skip_song,1714761447000,2,3
930,enqueue_song,1703197413000,2,2
931,skip_song,1689833683000,2,2
932,leave_room,1705565246000,3,11
933,enqueue_song,1703435037000,1,19
934,join_room,1706223483000,1,7
935,join_room,1709164030000,1,12
936,leave_room,1715505365000,3,11
937,join_room,1702717757000,2,12
938,skip_song,1685164016000,3,14
939,skip_song,1709305348000,3,13
940,join_room,1712842600000,1,7
941,leave_room,1699790935000,1,11
942,join_room,1685827692000,1,3
943,enqueue_song,1705660765000,3,4
944,enqueue_song,1702288821000,3,2
945,enqueue_song,1710820591000,3,3
946,skip_song,1712057198000,2,1
947,skip_song,1708993336000,2,17
948,join_room,1706314714000,1,8
949,leave_room,1688074215000,2,6
950,join_room,1704888116000,1,8
951,skip_song,1698575363000,2,16
952,skip_song,1709985205000,2,19
953,enqueue_song,1702890243000,3,10
954,join_room,1700455508000,3,3
955,enqueue_song,1706023396000,1,6
956,leave_room,1696042826000,2,14
957,leave_room,1688254888000,1,19
958,join_room,1709635518000,2,9
959,enqueue_song,1712444971000,3,10
960,join_room,1708092456000,1,7
961,enqueue_song,1691133497000,3,9
962,join_room,1690657534000,3,5
963,enqueue_song,1687539515000,3,7
964,leave_room,1698697738000,2,15
965,skip_song,1699450395000,3,9
966,skip_song,1715949773000,3,14
967,enqueue_song,1690307276000,2,12
968,join_room,1708139077000,3,9
969,enqueue_song,1691239726000,1,16
970,leave_room,1709779532000,1,1
971,join_room,1708181969000,3,15
972,join_room,1709538884000,1,3
973,leave_room,1704822033000,1,2
974,join_room,1712531436000,3,16
975,leave_room,1702043440000,2,17
976,join_room,1698412107000,1,19
977,enqueue_song,1701602600000,3,19
978,skip_song,1691392128000,2,10
979,enqueue_song,1705685792000,1,7
980,join_room,1714939792000,1,14
981,leave_room,1685655157000,2,9
982,enqueue_song,1689933487000,3,13
983,leave_room,1711658844000,3,5
984,skip_song,1715795227000,1,4
985,skip_song,1691554282000,3,9
986,join_room,1700943935000,3,6
987,enqueue_song,1687914983000,2,11
988,skip_song,1686333623000,3,3
989,join_room,1703903087000,1,4
990,enqueue_song,1712439455000,2,11
991,join_room,1693195642000,2,18
992,join_room,1713459851000,2,11
993,join_room,1708833078000,3,13
994,enqueue_song,1691780534000,1,19
995,skip_song,1699076308000,1,8
996,skip_song,1694498435000,2,2
997,join_room,1709495940000,3,7
998,enqueue_song,1714159946000,2,10
999,leave_room,1684957327000,1,18
1000,skip_song,1686081005000,2,9
